,0
C1,0.6036534905433655
C2,0.49945712089538574
C3,0.5765148997306824
C4,0.6471561789512634
C5,0.4913340210914612
C6,0.6420462727546692
C7,0.5022853016853333
C8,0.48852115869522095
C9,0.6011187434196472
